"Gene1","Gene2","cor","pvalue"
"KBTBD2","KIFAP3",0.12720417696217,5.62904936973477e-05
"KBTBD2","HOXD10",0.127023796758369,5.76848972595076e-05
"KBTBD2","ZGRF1",0.126970294131159,5.81047327749682e-05
"KBTBD2","ZNF77",0.126951550141938,5.82524992560943e-05
"KBTBD2","ZNF93",0.126944149952946,5.83109357364556e-05
"KBTBD2","ZNF134",0.126938763069394,5.83535087672948e-05
"KBTBD2","ITPRIP",0.126909445052553,5.85857274924404e-05
"KBTBD2","ZIC5",0.126733699710095,5.99961737782069e-05
"KBTBD2","SERP1",0.126672191710951,6.04973467553227e-05
"KBTBD2","LOXL2",0.1265001769075,6.19200358206746e-05
"KBTBD2","ST8SIA2",0.126235388390887,6.41719951754651e-05
"KBTBD2","ZNF490",0.126192215513169,6.4546429667534e-05
"KBTBD2","CCR4",0.126142713246378,6.49782992393166e-05
"KBTBD2","TMEM38B",0.126135426541292,6.50421002876063e-05
"KBTBD2","TMEM207",0.125917701506745,6.69760008497337e-05
"KBTBD2","AFMID",0.125669268695045,6.92489957447605e-05
"KBTBD2","SELL",0.12558980409089,6.99912951216197e-05
"KBTBD2","GPR18",0.125565928352247,7.02157889027299e-05
"KBTBD2","AKR1E2",0.124999450165089,7.57459690933685e-05
"KBTBD2","IFIT1B",0.124994966693051,7.5791335621664e-05
"KBTBD2","LHPP",0.124965844516654,7.60866368205017e-05
"KBTBD2","NTSR2",0.124898838237944,7.67702163157714e-05
"KBTBD2","MEDAG",0.124660426137169,7.92497421203537e-05
"KBTBD2","PHKA2",0.124460968800032,8.13820136765587e-05
"KBTBD2","LRRC38",0.124295984170794,8.31865590163025e-05
"KBTBD2","ACTR3B",0.124269658955359,8.34779650623215e-05
"KBTBD2","CAMKK1",0.124253065720656,8.36621379387122e-05
"KBTBD2","MUCL3",0.123987471771416,8.66627264046521e-05
"KBTBD2","MANBAL",0.123979948130035,8.67491868536563e-05
"KBTBD2","ARHGAP27",0.123965564173906,8.69147114698897e-05
"KBTBD2","PTGFR",0.123955401656441,8.70318370890207e-05
"KBTBD2","GOLGB1",0.123946939054631,8.71294843527453e-05
"KBTBD2","NTM",0.123946379297524,8.71359468544343e-05
"KBTBD2","RBM12B",0.123742134555555,8.95244159346207e-05
"KBTBD2","CD58",0.123728641413789,8.9684361898916e-05
"KBTBD2","PPFIA2",0.123630108996084,9.08605493238505e-05
"KBTBD2","INSM1",0.123502793638894,9.24018721900177e-05
"KBTBD2","KIF6",0.123460723391453,9.29165857707166e-05
"KBTBD2","ZNF181",0.123183622374535,9.63749629546544e-05
"KBTBD2","ADAMTS6",0.123021275920945,9.84571466450477e-05
"KBTBD2","PHETA2",0.122931263588766,9.96298054040619e-05
"KBTBD2","TBX15",0.122661624043793,0.000103221885111961
"KBTBD2","G3BP2",0.122476537331802,0.000105757835033444
"KBTBD2","NR5A1",0.122327134460364,0.000107847564725658
"KBTBD2","FOXO4",0.12231643207367,0.000107998744822404
"KBTBD2","ZMYND8",0.122158933185279,0.000110246764188531
"KBTBD2","ADAM15",0.12213848282098,0.00011054186952847
"KBTBD2","GADD45G",0.122101723152842,0.000111074195075696
"KBTBD2","LRRC28",0.122037693086759,0.000112007200186443
"KBTBD2","CTXN3",0.121681334381233,0.000117336146957265
"KBTBD2","LYRM2",0.121667579335582,0.000117546547993784
"KBTBD2","SMAD9",0.121440360521121,0.000121073967678988
"KBTBD2","RNASE9",0.121427728127276,0.000121272972276485
"KBTBD2","METTL26",0.121378614972604,0.000122049606652957
"KBTBD2","DENND2C",0.121376911346601,0.000122076630206596
"KBTBD2","BTRC",0.121375857349543,0.000122093351922844
"KBTBD2","MSI1",0.121298717729621,0.000123323046297914
"KBTBD2","HMGB1",0.121285094006387,0.000123541431783275
"KBTBD2","SEC22A",0.121267671270818,0.000123821245104645
"KBTBD2","STAG3",0.121183307953187,0.000125184598074362
"KBTBD2","ADGRF4",0.121033964589464,0.000127632767149801
"KBTBD2","FOXA2",0.120935773436333,0.000129266878419043
"KBTBD2","SPESP1",0.120934984023992,0.000129280095353553
